carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16,6652.250537921826
1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16,9333.614578303965
0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,2581.5491881052626
0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,2414.9971263251587
1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,10913.5249555277
0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69,527.4806442206664
1.01,Premium,G,VVS2,61.9,59.0,6.41,6.45,3.98,7308.536521834487
0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,729.9966990878852
0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,818.5229074265235
1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,7221.40737157649
0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94,1162.1030527857479
1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,6185.013704107227
1.04,Ideal,E,VVS2,61.0,57.0,6.61,6.57,4.02,7485.731381016225
2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15,6552.0549924898205
1.11,Ideal,F,VVS1,59.7,58.0,6.7,6.74,4.01,8837.827215729629
0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,2878.8237420590044
0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,669.6106773380611
0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,3034.0926357151457
0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,1375.475038119668
0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,3427.65804674796
0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,3231.170101559388
1.5,Good,H,VS2,63.6,58.0,7.22,7.27,4.61,10325.885649797394
0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,1829.9588666276059
0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27,1987.1817239956426
0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,1929.2180794821957
1.02,Ideal,H,VS2,60.4,57.0,6.58,6.54,3.96,5680.403037433457
0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,643.2818183575241
0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,608.3476560230683
0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17,1100.3643422870714
0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,633.628995153058
0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92,935.1517008016172
0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,2493.0307413800037
0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,328.7463764747158
1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,6479.150476307537
0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,3961.9935734132328
0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,1345.5004911135384
1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,5023.559998245848
1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32,6324.907855627496
2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,15174.28657780696
2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,15689.663497061847
1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03,6246.548942254472
0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86,4549.937047876898
1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02,4699.029551027821
0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,2979.348847496375
0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,1210.9823908015978
0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,1922.6977516295744
1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,5732.843409106925
0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,533.5577530903934
2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13,14143.221078475783
1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79,11905.456157401739
0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,335.50762740645723
0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,3307.732650062576
0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12,1609.9668022652259
0.32,Very Good,E,VVS1,60.9,58.0,4.49,4.45,2.72,430.7404245241137
1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,5069.581522206905
2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,17593.67782607449
0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67,577.8818900129536
0.37,Ideal,J,IF,61.9,54.0,4.63,4.68,2.88,1224.6809215343321
1.3,Premium,F,VS1,61.0,59.0,7.05,7.08,4.31,8897.915869579261
1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03,4917.596940005779
0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81,740.9124306790545
1.14,Premium,D,SI2,59.2,61.0,6.84,6.82,4.04,4878.919181600975
0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,2008.305797927168
0.3,Premium,E,VS2,61.8,58.0,4.28,4.26,2.64,465.26090447579145
0.71,Ideal,D,SI2,61.0,56.0,5.77,5.8,3.53,2231.8964110485117
0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91,1146.8758205591039
1.18,Premium,I,SI2,60.8,58.0,6.84,6.78,4.14,5367.542008822864
0.34,Ideal,E,VVS1,62.2,56.0,4.46,4.44,2.77,1099.3490674374677
1.5,Premium,G,SI1,62.3,58.0,7.33,7.27,4.55,9380.578389534861
0.72,Very Good,F,SI2,58.5,60.0,5.86,5.93,3.45,1732.6437669252464
1.03,Ideal,E,VVS2,60.6,59.0,6.5,6.53,3.95,7569.190181270251
0.28,Very Good,I,VS2,61.9,57.0,4.16,4.19,2.58,538.3778318762962
0.31,Ideal,J,SI1,62.4,53.0,4.38,4.4,2.74,555.6764743545723
1.02,Very Good,D,SI2,62.7,59.0,6.36,6.44,4.01,4342.322114590766
0.7,Good,I,SI2,63.5,56.0,5.59,5.63,3.56,1898.985409432631
1.34,Very Good,E,SI2,62.1,63.0,7.06,7.01,4.37,6659.288443947687
2.07,Very Good,J,VS2,61.3,56.0,8.16,8.2,5.02,16302.221709941303
0.74,Fair,G,SI1,64.8,59.0,5.63,5.6,3.64,2678.3054802594083
0.58,Ideal,E,SI2,61.4,57.1,5.36,5.38,3.3,1562.8024396618084
0.31,Ideal,D,VS1,60.5,57.0,4.39,4.41,2.66,563.3694780767528
0.54,Ideal,G,VVS2,62.6,57.0,5.19,5.23,3.26,2588.559150003574
1.01,Premium,F,VS1,62.5,58.0,6.42,6.37,4.0,6087.924773712393
1.29,Ideal,G,VVS2,62.4,57.0,6.97,6.94,4.34,10696.492074146014
1.01,Very Good,H,SI1,61.9,59.0,6.4,6.43,3.97,4794.210597143045
1.14,Ideal,H,SI1,62.3,56.0,6.69,6.77,4.19,6199.0942346604315
0.3,Ideal,E,VVS1,62.5,56.0,4.28,4.3,2.68,825.9013895653916
1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,7902.3246297904225
0.35,Premium,H,SI1,60.0,61.0,4.6,4.57,2.75,358.4439432264144
0.77,Very Good,J,VVS1,62.8,58.0,5.78,5.84,3.65,4902.089480057652
0.41,Good,I,SI1,63.8,57.0,4.7,4.67,2.99,631.7730044939985
1.02,Good,D,SI1,63.3,58.0,6.35,6.39,4.03,4918.2422818542955
0.78,Very Good,J,VS2,63.0,58.0,5.84,5.87,3.69,3585.1192844644283
0.38,Ideal,E,VVS2,62.4,56.0,4.63,4.69,2.91,1250.0717149948543
1.06,Very Good,F,SI1,61.2,57.0,6.58,6.68,4.06,5055.412590351736
1.02,Ideal,H,VVS2,62.1,56.0,6.5,6.45,4.02,7404.336282580729
0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,2742.4642303233113
1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55,9584.463425618356
0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,1185.1192175992624
0.7,Premium,E,SI2,59.8,61.0,5.76,5.74,3.44,1891.0905047706015
0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83,1038.5169528201404
0.71,Ideal,E,SI2,62.7,56.0,5.68,5.71,3.57,2448.100317611959
0.31,Ideal,G,SI1,61.2,56.0,4.37,4.39,2.68,582.3278519553005
0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1,790.7894052191514
0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,1966.877157715584
0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77,598.7731948425771
1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18,7528.724455692045
0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,3510.503882134145
0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91,1670.1452511261505
0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18,1402.681249636842
0.71,Good,G,VS2,64.0,55.0,5.65,5.67,3.62,2843.3623994686386
1.09,Premium,F,SI1,62.7,58.0,6.56,6.51,4.1,5621.84191666666
2.14,Ideal,H,SI2,61.9,57.0,8.34,8.28,5.14,14158.041571853773
1.29,Ideal,F,VS1,60.7,57.0,7.08,7.05,4.29,8856.502002307283
1.03,Ideal,F,SI1,61.3,57.0,6.58,6.51,4.01,4864.033512755083
0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,962.4416712393227
0.31,Ideal,I,IF,61.3,57.0,4.4,4.34,2.68,820.632640506778
0.41,Premium,I,VVS1,61.9,57.0,4.82,4.78,2.97,1239.0190235074353
0.31,Ideal,D,SI1,62.4,56.0,4.33,4.35,2.71,688.9333623582161
1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6,10744.328325889735
0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,441.9209939046227
1.51,Premium,H,SI1,61.2,60.0,7.46,7.37,4.54,9162.352150848925
0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51,2028.8018720905752
0.4,Good,G,VS2,62.8,54.4,4.67,4.7,2.94,655.6736972531457
0.82,Premium,G,SI2,60.7,61.0,6.01,5.98,3.64,2808.248693353323
1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,5691.533571741108
0.9,Good,F,VS2,63.3,57.0,6.04,6.09,3.84,4618.4788329601215
0.33,Premium,E,VS2,61.1,59.0,4.49,4.45,2.73,439.5830239571251
0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7,577.8818900129536
0.91,Very Good,F,VS2,62.1,58.0,6.19,6.24,3.86,4628.835701941802
1.11,Very Good,G,SI2,63.2,56.0,6.61,6.56,4.16,4822.300299978328
0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,622.980467285583
1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2,5943.336770055157
0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96,450.00674389165215
1.53,Premium,E,SI2,58.9,59.0,7.63,7.55,4.47,7900.770242626244
1.0,Good,F,SI2,60.2,65.0,6.38,6.41,3.85,3802.5783404676536
1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88,5442.152472850242
0.9,Good,D,SI1,63.6,63.0,6.07,6.03,3.85,3926.143934383997
0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,2776.0288483960794
1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,4593.547207064644
0.59,Very Good,E,SI1,62.9,58.0,5.31,5.34,3.35,1741.94591202843
0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,864.345639027044
1.11,Premium,E,SI2,62.5,58.0,6.61,6.63,4.14,5069.687347920843
0.72,Very Good,G,SI2,59.7,56.0,5.83,5.89,3.5,1799.9975435944793
1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15,5372.328021358178
0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28,2119.4166497438346
0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48,395.96675623662054
1.06,Premium,E,VS2,62.3,58.0,6.52,6.49,4.05,6163.2211718020735
0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,304.4574500232666
1.01,Fair,F,SI2,58.2,61.0,6.48,6.52,3.78,3479.54816614958
1.01,Very Good,F,VS2,59.1,59.0,6.58,6.65,3.91,5183.826922032782
1.32,Premium,F,SI2,60.6,60.0,7.05,7.1,4.29,6691.100926749334
2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,15980.784424962141
0.73,Premium,G,I1,62.5,58.0,5.82,5.74,3.61,1710.5563432648587
0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,2213.747445150966
0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,2210.0200212822247
1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13,7748.064740365563
2.01,Very Good,J,SI2,63.3,56.0,7.86,7.96,5.01,13308.472056318566
1.0,Very Good,D,SI1,61.4,63.0,6.35,6.41,3.92,4799.225815023149
1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15,4183.235865270742
2.0,Good,G,SI2,64.3,60.0,7.87,7.83,5.05,12877.193107803758
0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98,1406.3294840112478
1.0,Good,H,SI1,64.9,56.0,6.24,6.31,4.07,4941.3261262055785
0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5,3368.7126489060965
0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65,483.44313955234657
0.4,Premium,D,VS2,62.5,59.0,4.72,4.66,2.93,914.9055128836285
0.32,Good,D,SI1,63.3,57.0,4.37,4.38,2.77,635.3191160478075
0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59,2072.084417075327
0.3,Premium,D,VS1,60.7,58.0,4.34,4.36,2.64,356.1836775118368
0.77,Ideal,F,SI1,61.7,56.0,5.85,5.91,3.63,3180.6779925204546
1.08,Premium,H,VS2,62.4,58.0,6.56,6.49,4.07,6350.337246936049
0.5,Good,D,SI2,63.4,59.0,5.0,5.03,3.18,774.209958237775
0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28,2318.274350397096
0.73,Good,E,VS2,64.2,54.0,5.68,5.72,3.66,3053.6615078839277
0.3,Ideal,H,IF,62.1,55.0,4.3,4.27,2.66,713.5562556822911
0.71,Ideal,H,SI2,59.4,57.0,5.87,5.81,3.47,1949.2421185329881
0.32,Premium,F,VS2,59.4,58.0,4.48,4.44,2.65,324.6033788960608
0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,426.38713003754714
0.7,Ideal,E,VS2,61.9,58.0,5.7,5.73,3.54,3154.426988232716
0.7,Good,H,SI1,63.8,58.0,5.66,5.59,3.59,2168.4596643403884
0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19,2434.817748907963
0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62,473.2865574780535
0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,2843.64587862559
1.5,Good,I,SI1,62.9,60.0,7.12,7.16,4.49,9674.388884991396
1.12,Premium,F,VS1,61.8,59.0,6.75,6.65,4.14,6955.497039522696
0.31,Ideal,D,VS2,60.8,56.0,4.39,4.42,2.68,559.9831340933506
0.7,Good,I,SI1,63.5,59.0,5.62,5.65,3.58,2320.391738108806
1.01,Ideal,G,VVS2,60.9,56.0,6.51,6.55,3.98,7228.9044151384205
0.32,Very Good,D,SI1,63.1,57.0,4.38,4.37,2.76,372.7231469538374
1.63,Ideal,H,VS2,62.4,55.0,7.53,7.57,4.71,11999.29382131725
0.72,Ideal,E,VS2,61.1,56.0,5.78,5.81,3.54,3261.1409107520967
0.39,Ideal,I,VS2,60.8,56.0,4.72,4.75,2.88,966.2979295704149
0.3,Very Good,G,SI1,61.0,58.0,4.3,4.32,2.63,315.8528585029353
1.22,Very Good,J,SI2,62.2,60.0,6.77,6.89,4.25,5913.647955468268
0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,2046.4457482731143
2.03,Premium,I,SI1,59.9,58.0,8.23,8.21,4.92,14517.585904874642
0.54,Ideal,G,SI1,61.7,55.0,5.24,5.27,3.24,1530.5023570918484
0.72,Ideal,H,VS1,61.6,55.0,5.76,5.8,3.56,3528.5625167912826
0.44,Very Good,E,VVS2,59.6,59.0,4.98,4.99,2.97,1171.2671670864943
0.3,Ideal,G,IF,61.6,56.0,4.34,4.36,2.68,569.0472880669322
2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02,16950.54027051529
0.3,Ideal,E,VS2,62.3,56.0,4.28,4.32,2.68,650.8527914836723
0.31,Ideal,G,VVS1,61.2,56.0,4.34,4.38,2.67,794.6775986352752
0.5,Premium,F,SI1,62.5,59.0,5.03,4.99,3.13,1335.4966370563993
0.36,Ideal,D,SI1,60.3,56.0,4.61,4.65,2.79,660.9582978768663
0.5,Ideal,H,VS1,62.6,53.0,5.09,5.14,3.2,1804.2796658755874
0.33,Very Good,I,VVS2,61.6,57.0,4.43,4.45,2.73,608.5831752159293
0.97,Very Good,G,VVS1,61.9,54.0,6.33,6.36,3.93,7092.185384418446
0.31,Ideal,F,IF,62.0,55.0,4.37,4.41,2.72,641.202111035976
0.31,Premium,H,VS1,62.4,58.0,4.34,4.28,2.69,489.1352859336266
1.51,Very Good,J,VS2,61.0,58.0,7.35,7.41,4.5,10377.764664426799
0.32,Good,I,VS2,63.2,56.0,4.32,4.38,2.75,576.8762207466989
1.43,Very Good,J,VS2,62.8,56.0,7.13,7.19,4.5,9745.500028344697
1.0,Very Good,G,VS2,62.9,56.0,6.27,6.42,3.99,5688.596966559924
1.32,Ideal,G,SI2,62.9,57.0,6.98,6.94,4.38,7031.219493721646
0.77,Very Good,D,VS2,63.0,58.0,5.81,5.85,3.67,3511.6617850510893
0.23,Very Good,E,VVS1,60.2,59.0,3.97,4.01,2.4,398.79185255258517
1.7,Very Good,J,SI1,63.2,57.0,7.63,7.55,4.8,11253.1670327416
0.33,Very Good,G,VVS1,61.2,57.0,4.47,4.5,2.74,568.376166291207
1.06,Ideal,F,I1,62.1,55.0,6.54,6.57,4.07,3689.7232609004427
0.7,Good,F,SI1,63.8,58.0,5.56,5.67,3.58,2516.561254405583
1.01,Very Good,G,SI2,63.0,58.0,6.29,6.34,3.98,4369.468233038089
1.1,Premium,H,VS2,62.5,58.0,6.59,6.54,4.1,6560.636355351337
0.51,Very Good,F,SI2,62.7,56.0,5.07,5.1,3.19,947.308965880472
2.01,Very Good,I,VS1,59.7,63.0,8.24,8.15,4.89,16306.463356342741
0.32,Ideal,G,VS1,62.3,56.0,4.39,4.37,2.73,700.7408989016717
1.01,Good,E,SI1,63.3,57.0,6.33,6.37,4.02,4829.70539792256
1.51,Premium,J,VS2,59.6,60.0,7.58,7.48,4.49,10081.22813379435
0.32,Premium,D,SI2,62.5,58.0,4.38,4.33,2.72,371.0183338736333
0.32,Very Good,I,VS2,63.2,56.0,4.38,4.32,2.75,346.1818636799949
1.2,Ideal,I,SI1,62.6,58.0,6.74,6.71,4.21,6867.01596175389
0.42,Premium,G,VS2,60.1,61.0,4.84,4.81,2.9,940.7769263416039
2.02,Ideal,F,SI2,62.7,57.0,8.07,7.93,5.03,13246.500966173458
0.34,Premium,I,SI1,60.2,59.0,4.55,4.52,2.73,349.86119209686603
0.52,Very Good,G,VS1,62.2,63.0,5.22,5.13,3.22,1463.0597061721733
1.09,Premium,I,VS2,61.3,58.0,6.63,6.58,4.05,6342.952237287984
0.72,Premium,G,VS2,62.9,57.0,5.73,5.65,3.58,3176.05171451246
1.56,Ideal,G,VS1,61.3,56.0,7.46,7.51,4.59,11903.067097016776
0.39,Ideal,E,VS2,60.5,56.0,4.75,4.77,2.88,904.2348893222324
1.04,Premium,I,SI1,62.5,62.0,6.45,6.39,4.01,5201.276218272165
0.97,Very Good,G,SI1,60.2,61.0,6.4,6.46,3.87,4240.4500096199245
1.4,Premium,F,VS2,60.7,58.0,7.26,7.17,4.38,9248.251181179072
0.36,Ideal,H,VS2,62.1,55.0,4.61,4.57,2.85,782.6036560632215
0.71,Ideal,E,SI1,61.8,57.0,5.72,5.76,3.55,2667.042753857676
1.01,Good,E,VS2,63.7,56.0,6.29,6.27,4.0,5592.59990909775
0.4,Ideal,I,SI1,61.6,56.0,4.68,4.74,2.9,1050.8225238776345
0.26,Very Good,E,VS1,63.0,59.0,4.03,4.06,2.55,473.40313761352246
0.33,Ideal,H,SI2,61.1,57.0,4.46,4.48,2.73,553.0940305282502
0.34,Premium,G,VS2,62.4,59.0,4.47,4.41,2.77,615.3046399259447
0.5,Ideal,E,SI1,60.6,59.0,5.13,5.16,3.12,1256.3089541670993
0.33,Ideal,F,SI2,61.4,57.0,4.44,4.48,2.74,610.5677274684031
0.83,Ideal,H,VS2,61.6,55.0,6.04,6.08,3.73,4218.24394386374
0.31,Premium,F,VS2,61.3,59.0,4.34,4.31,2.65,477.09572008775876
0.3,Ideal,G,VVS2,61.1,57.0,4.32,4.35,2.65,643.2643146654668
0.71,Very Good,I,VS1,61.1,57.0,5.75,5.8,3.53,3069.830774482743
1.58,Ideal,F,SI1,60.3,56.0,7.56,7.62,4.58,10112.303192584375
0.7,Ideal,H,SI1,62.5,56.0,5.64,5.69,3.54,2742.9467918668665
1.01,Ideal,I,VS2,61.3,53.0,6.52,6.54,4.0,5670.770004055537
0.61,Very Good,H,VVS2,61.4,57.0,5.46,5.5,3.36,2846.1135412731965
1.0,Premium,F,VS2,58.6,61.0,6.53,6.5,3.82,5329.557039232484
0.9,Very Good,E,SI1,61.7,58.0,6.15,6.2,3.81,3909.324319369254
0.9,Ideal,G,SI2,61.4,56.0,6.19,6.23,3.81,3638.1871200947135
0.42,Very Good,I,VS1,60.4,60.0,4.82,4.88,2.93,893.9720148813822
1.23,Ideal,G,VVS2,62.7,56.0,6.81,6.84,4.28,10089.573330113384
0.78,Very Good,F,VS1,63.3,56.0,5.84,5.89,3.71,3875.1130795715394
0.9,Good,G,SI2,63.3,59.0,6.07,6.12,3.86,3288.01007976059
1.51,Ideal,J,VS2,61.1,57.0,7.36,7.3,4.48,10717.838989118683
0.33,Ideal,G,VS2,61.2,55.0,4.46,4.49,2.74,687.2379512131888
0.7,Very Good,F,VVS1,63.3,62.0,5.67,5.57,3.56,4166.594782147105
1.09,Ideal,D,SI1,61.9,57.0,6.57,6.61,4.08,5791.581944857019
1.08,Premium,I,SI1,62.2,58.0,6.6,6.56,4.09,5377.9294234671015
0.3,Ideal,H,VVS2,62.1,54.0,4.32,4.35,2.69,643.2643146654668
0.46,Very Good,F,SI1,63.1,56.0,4.9,4.87,3.08,963.5411469075184
0.3,Ideal,E,VVS2,62.1,54.0,4.32,4.35,2.69,643.2643146654668
1.24,Very Good,J,SI2,60.4,61.0,6.85,6.92,4.16,5951.635542244843
1.15,Very Good,H,SI1,62.4,57.0,6.68,6.71,4.18,6033.726972187325
1.22,Ideal,H,SI2,61.7,56.0,6.91,6.83,4.24,5911.822329067225
1.03,Premium,H,SI1,62.5,59.0,6.46,6.41,4.02,5037.317857874795
0.3,Ideal,G,VS2,61.9,57.0,4.26,4.3,2.65,691.9345806845886
0.27,Ideal,F,IF,61.8,55.0,4.16,4.19,2.58,600.7958362145034
0.71,Ideal,G,VVS1,62.8,56.0,5.71,5.76,3.6,4193.108526683937
1.04,Very Good,F,SI2,63.2,58.0,6.39,6.34,4.02,4462.709445309484
1.14,Ideal,G,VVS1,61.1,58.0,6.74,6.77,4.13,9311.358217229024
0.74,Very Good,E,SI2,63.1,57.0,5.8,5.76,3.65,2078.663388577911
1.05,Very Good,F,IF,59.7,55.0,6.66,6.73,4.0,8875.703249755697
1.12,Fair,I,SI2,64.6,57.0,6.5,6.47,4.19,4794.072397181118
1.1,Ideal,H,SI2,63.1,58.0,6.54,6.53,4.12,5311.221169013935
0.31,Premium,D,SI1,60.0,61.0,4.43,4.41,2.65,739.9489269584269
0.71,Very Good,H,SI1,60.7,60.0,5.73,5.76,3.49,2324.6637223961166
1.01,Premium,F,VS1,62.4,61.0,6.39,6.36,3.98,6152.553455749805
0.33,Very Good,G,VVS2,60.9,59.0,4.45,4.49,2.72,566.5234685756391
0.91,Good,D,SI1,63.1,61.0,6.1,6.16,3.87,4033.3560040805055
0.5,Premium,F,VS2,61.4,60.0,5.13,5.17,3.16,1432.3377953481636
0.27,Very Good,E,VVS2,61.8,59.0,4.14,4.18,2.57,507.303032902891
0.32,Ideal,F,VS2,62.4,54.0,4.38,4.4,2.74,715.60421190852
0.55,Ideal,E,SI1,60.8,56.0,5.31,5.34,3.24,1485.7823530199394
0.52,Ideal,I,VVS2,62.2,57.0,5.18,5.11,3.2,2283.8006626574333
1.5,Very Good,G,VS1,62.4,57.0,7.24,7.31,4.54,11173.415572519707
0.41,Good,G,SI1,64.3,54.0,4.72,4.68,3.02,573.9375929559919
0.32,Premium,G,VS2,62.1,60.0,4.34,4.39,2.71,616.1391113237519
0.3,Ideal,F,VS1,62.3,56.0,4.26,4.28,2.66,692.05960680404
0.59,Very Good,E,SI2,63.8,57.0,5.31,5.34,3.4,1385.7244069703838
2.11,Premium,J,SI1,62.4,58.0,8.27,8.17,5.13,15509.43625684487
0.52,Ideal,E,SI1,60.7,55.0,5.23,5.22,3.18,1255.343831079991
0.8,Very Good,F,VS1,63.8,55.0,5.84,5.89,3.74,4158.695546027635
0.29,Very Good,G,VVS1,61.5,57.0,4.24,4.27,2.62,523.3767832435312
0.31,Very Good,G,VVS1,62.6,61.0,4.28,4.31,2.69,785.0448438345852
1.7,Premium,I,VS2,61.3,59.0,7.69,7.59,4.68,12430.168546758221
0.32,Ideal,D,SI1,61.5,56.0,4.42,4.39,2.71,568.2473214020979
1.09,Ideal,E,SI1,61.1,55.0,6.7,6.66,4.08,5408.85278535514
1.5,Ideal,F,SI1,61.8,56.0,7.27,7.34,4.52,9755.008686276531
1.01,Good,E,SI1,63.7,58.0,6.32,6.36,4.04,4856.356775523289
0.51,Good,G,VVS2,57.6,56.0,5.27,5.35,3.06,1527.2269200031083
0.35,Good,E,VS1,61.3,65.0,4.51,4.53,2.77,372.5817264557231
2.02,Ideal,J,SI1,62.7,54.2,8.03,8.08,5.05,15096.099910874029
0.9,Very Good,E,SI1,62.6,58.0,6.11,6.15,3.84,4011.3971734356205
1.0,Good,G,VS2,56.6,61.0,6.65,6.61,3.75,4716.726450926129
1.02,Ideal,F,VS2,62.1,57.0,6.44,6.37,3.98,5966.654492499438
0.33,Ideal,I,SI1,61.3,56.0,4.44,4.47,2.73,683.9801433531311
1.5,Premium,E,VS1,59.5,61.0,7.46,7.43,4.43,10874.05421244562
0.59,Ideal,F,SI1,62.3,54.0,5.37,5.41,3.36,1897.7653002848824
0.3,Ideal,F,VS2,61.9,54.0,4.29,4.33,2.67,630.311896883215
0.4,Ideal,D,VS2,61.7,56.0,4.72,4.74,2.92,1101.378112785127
0.61,Ideal,D,VS2,61.0,57.0,5.49,5.53,3.36,2366.5412743354455
0.5,Very Good,D,VS2,59.1,59.0,5.19,5.24,3.08,1126.5830358651988
1.12,Premium,H,SI1,61.6,59.0,6.63,6.67,4.1,5901.5950978900855
